L,R,F,M,C
1473,7,19,21568,0.7013682309999999
707,273,13,26742,0.5656678629999999
2543,76,24,28401,0.532575261
709,340,3,15672,0.9650944359999999
2643,3,27,19539,0.7739341829999999
1873,53,7,21433,0.7054971309999999
2523,63,12,18868,0.8013875340000001
1116,23,13,20309,0.744460584
2902,19,21,18394,0.821881048
2213,59,23,20505,0.737252377
1668,289,13,16353,0.924428545
2013,481,20,23802,0.635097891
1954,44,16,21547,0.70155799
1994,92,4,16659,0.90734858
713,198,16,21430,0.705317312
2075,3,17,19748,0.765361049
1716,20,16,14709,1.027543001
568,62,17,13004,1.162238542
2056,82,15,23456,0.644336204
1423,5,16,20640,0.732209302
2475,56,11,19737,0.765671075
1111,5,16,23161,0.6524770089999999
1621,12,22,20382,0.74143509
550,21,31,17949,0.8419354840000001
1023,85,7,20221,0.7472261509999999
2055,137,12,10758,1.4044301909999999
2483,219,12,25608,0.59
2880,135,17,20561,0.7347881909999999
2438,21,18,19049,0.7930159059999999
1345,437,11,18690,0.8081032640000001
572,35,11,28388,0.5320082429999999
1470,146,16,17960,0.84086971
838,209,12,20180,0.748317641
2129,45,27,20847,0.724371372
1085,84,21,20784,0.7265377209999999
2365,97,16,23285,0.648481426
1875,64,11,17762,0.850069812
3000,9,17,22553,0.6693978629999999
1041,47,9,13838,1.090771065
504,105,13,24563,0.614431462
2316,11,15,19966,0.7557918459999999
996,5,25,24218,0.623095218
654,46,12,19037,0.792648001
1151,2,12,24846,0.6072514689999999
1187,106,18,28992,0.52037769
908,21,14,21430,0.7039547359999999
1845,11,27,22239,0.6783326590000001
1739,11,15,22067,0.683576834
2036,2,30,19593,0.769856071
709,43,16,18313,0.8236394909999999
2839,5,8,14796,1.019299135
1474,76,11,17705,0.85178876
2580,26,16,20941,0.720161883
2587,12,19,25407,0.5935588620000001
799,2,17,23311,0.64685642
1081,23,15,17106,0.881436923
2225,6,19,22221,0.6784735159999999
1340,12,19,19770,0.762558928
990,29,16,16477,0.9149505370000001
1900,12,13,19975,0.754694869
2202,126,17,24374,0.618455732
2817,4,19,18070,0.8341798559999999
2328,196,8,13083,1.152130245
3004,106,23,17367,0.867919618
892,45,11,20244,0.7445628329999999
438,34,29,27369,0.550699331
1981,6,18,20151,0.747928143
1894,107,5,11145,1.3522063709999999
2293,2,12,19035,0.791710008
557,17,22,23201,0.6495289000000001
1609,199,12,18200,0.827972527
1228,66,8,16288,0.9249834229999999
1227,14,18,24286,0.620357819
920,139,15,25233,0.5970051120000001
1051,38,11,17158,0.8779274970000001
472,117,22,19451,0.7744306209999999
1078,24,17,23112,0.65174974
2929,12,27,18630,0.808518519
2772,90,23,19215,0.783895915
737,49,15,15450,0.9748996759999999
677,347,9,17147,0.878381058
833,279,11,18132,0.83065685
2845,6,8,10442,1.4421059180000002
2208,18,8,23070,0.65272345
815,29,10,20770,0.725
1684,55,20,23558,0.639152729
665,70,9,10602,1.420061309
651,30,19,20039,0.7512750140000001
736,7,17,22618,0.665587143
681,69,8,20375,0.738846626
2724,130,18,16553,0.909421857
2489,49,6,19847,0.758477352
1677,132,9,21371,0.704291797
586,105,4,15268,0.985813466
1543,74,13,27391,0.549479756
1868,74,17,23577,0.638301735
699,103,15,21257,0.707960672
1098,17,18,22952,0.655655281
2651,1,31,18218,0.826013832
1545,112,12,17342,0.867660016
2176,13,2,24464,0.615
2465,67,12,22192,0.6779123109999999
1206,6,14,22774,0.6605558970000001
1491,4,19,24140,0.623122204
1079,16,16,26843,0.5603624779999999
532,65,16,21721,0.6924768659999999
2086,25,8,22576,0.66625
516,141,17,21733,0.69198408
408,191,7,17668,0.8510697309999999
2834,221,13,23049,0.652312899
3264,6,19,24242,0.62016789
3042,6,17,22544,0.666875
879,1,10,21678,0.6934564999999999
2219,478,16,18922,0.7944509040000001
1874,57,23,21107,0.712119202
1093,308,14,22961,0.654605636
2224,207,11,18514,0.811812682
1087,443,5,10812,1.3900295969999998
805,24,19,25013,0.6007959860000001
3264,124,15,29177,0.5149936589999999
861,130,15,20148,0.7457732779999999
2498,59,23,20095,0.747732272
1014,530,12,18578,0.8087792009999999
658,27,17,21662,0.6936067770000001
945,67,27,25436,0.590669524
796,39,16,20717,0.725161462
1188,220,11,24244,0.6196559970000001
380,18,28,23118,0.649767281
1267,1,17,23812,0.6307857379999999
844,11,15,24788,0.605909311
467,36,23,16160,0.9293935640000001
1957,38,19,20462,0.733939498
542,1,25,23889,0.6285805179999999
2068,4,16,22077,0.680159442
1163,273,11,22499,0.667326548
752,117,14,25411,0.590842549
468,119,13,20245,0.741606323
1347,106,15,19784,0.758866761
477,350,5,22031,0.6814556759999999
2506,6,17,18544,0.809589085
997,542,3,26541,0.5656512570000001
608,409,11,19244,0.7800743090000001
3316,100,7,13594,1.10422098
2166,101,8,12305,1.219820398
1531,2,24,22282,0.6736056009999999
996,26,16,21716,0.691106097
1217,74,20,19671,0.762917493
2770,102,12,20567,0.729630476
465,43,13,23386,0.641644574
1612,79,28,16560,0.906003019
1991,257,6,33014,0.454455685
1873,13,20,19464,0.77081381
2856,201,8,17769,0.844220834
1372,65,10,18635,0.804981486
523,40,13,23900,0.627643933
1494,30,24,17775,0.8438436009999999
2342,125,10,17839,0.840791524
1623,491,6,9999,1.5
2405,167,14,18648,0.804182218
1173,69,15,20440,0.733532779
769,111,20,20192,0.742526248
586,76,19,17570,0.853330677
2754,15,18,18336,0.8176472509999999
566,48,8,20633,0.7265899290000001
2983,47,12,27935,0.53665545
995,50,11,19671,0.762104621
925,30,22,17076,0.8778373159999999
824,18,29,22929,0.653739369
2896,141,20,27455,0.545958478
1491,120,15,17783,0.84286847
2688,21,32,23528,0.6370511729999999
1012,9,29,32227,0.465041425
532,22,23,20078,0.7464329120000001
1676,1,10,21572,0.694729742
782,36,15,17137,0.8745042890000001
1973,40,13,20396,0.734759267
865,60,16,20280,0.738948718
1821,22,17,26277,0.570288465
2853,1,20,20746,0.722302613
1671,2,16,38799,0.386192685
589,124,10,16220,0.923754007
1230,5,14,17186,0.87180263
3156,6,31,19967,0.75035158
2941,6,14,20616,0.7267020759999999
1895,6,18,21871,0.684969594
1403,9,30,17268,0.8675023159999999
2814,29,22,23415,0.639754858
2758,12,27,24072,0.622249917
945,211,13,18451,0.81181291
751,148,15,23534,0.63646129
964,178,12,18143,0.825571295
3004,258,8,18293,0.818796808
1589,22,14,27512,0.544410076
482,84,19,20016,0.748280376
3195,93,15,23480,0.637847104
815,446,14,18312,0.817857143
374,217,7,15632,0.9580104909999999
464,81,21,21412,0.699347562
843,529,16,21144,0.708189084
1402,121,8,27204,0.550410234
1491,4,16,18558,0.8068051509999999
2667,391,7,25643,0.583861093
965,8,18,23904,0.626296017
551,7,22,20646,0.7251133390000001
1173,118,16,17262,0.867231491
1894,20,18,19032,0.7865137659999999
2212,15,13,19252,0.777478184
1850,6,17,18352,0.81554599
1919,130,14,22200,0.674171622
691,27,19,16875,0.8868989629999999
1557,14,15,20647,0.724794885
2177,228,13,21490,0.6963275940000001
665,15,9,17828,0.839334193
3289,198,11,20886,0.716388969
982,2,22,20118,0.743674322
1935,85,9,22835,0.655165754
2765,75,9,10300,1.452483495
1406,27,22,20353,0.735051344
2449,51,13,25404,0.588877736
709,123,10,17351,0.8621670220000001
2210,78,14,27292,0.548069764
3392,74,26,22501,0.664745567
2867,90,18,18676,0.8008144140000001
549,22,14,19405,0.770679206
2915,8,14,20891,0.7157661190000001
1310,66,16,16995,0.8798358340000001
1322,34,15,22700,0.6587
963,70,15,22226,0.6726441999999999
776,4,19,27121,0.551163674
1372,73,14,22894,0.652916921
1987,146,9,13472,1.109546467
853,6,17,28894,0.517326435
2081,9,10,21283,0.70232674
1194,53,12,20467,0.730297552
3210,175,6,12757,1.17165321
921,224,18,23993,0.622960864
2713,1,17,24673,0.60579054
2217,137,11,20995,0.711850441
423,42,7,18016,0.829316718
2139,3,15,22168,0.673959311
2359,5,22,22425,0.666165886
2167,16,20,18438,0.810110641
723,134,12,23046,0.648055194
1739,100,13,16797,0.8891254390000001
2801,149,11,19493,0.7660729490000001
2715,4,16,19829,0.7530919359999999
2741,6,21,19427,0.768644155
1382,23,31,19314,0.773140209
1497,308,7,20626,0.723952778
1130,20,9,31812,0.46938199399999997
1628,7,11,23468,0.636253622
2529,114,18,20353,0.733628458
1055,280,15,30005,0.49763106100000004
396,41,9,20898,0.7144444440000001
2867,24,14,28294,0.527581113
636,49,14,19781,0.754618573
2113,1,16,27882,0.53526648
1927,81,18,23108,0.645815735
569,247,14,23658,0.630760419
482,103,22,28842,0.517272727
521,34,23,28324,0.526731041
472,38,23,26886,0.55483895
2860,146,18,18875,0.790314172
2461,192,17,17359,0.859269543
2954,22,12,20546,0.725957851
441,30,23,26745,0.557659376
640,138,13,20467,0.728696927
1188,76,7,10951,1.361859191
1229,136,11,18302,0.814847558
719,71,15,20337,0.733305306
2761,6,15,23699,0.629268324
432,101,12,19004,0.7847011159999999
2765,92,7,16438,0.9071748390000001
1220,297,8,22876,0.651859591
729,4,32,18999,0.7848092
2266,8,15,25252,0.590454221
1877,95,10,19900,0.7492201009999999
617,390,5,19321,0.771657782
930,61,13,23200,0.642625
3324,86,16,22697,0.6567973739999999
1472,113,20,21643,0.688754332
1542,243,16,17784,0.83816408
2623,20,6,10875,1.370601379
1457,295,10,19346,0.770412488
2141,1,26,25817,0.577244451
709,50,16,22608,0.659159147
1039,107,14,23791,0.626364171
3257,43,14,20463,0.7281649809999999
713,299,9,17164,0.8680995109999999
989,381,14,20087,0.741758351
2149,79,15,22472,0.6630121929999999
462,2,38,18979,0.784972338
749,40,20,20769,0.717247821
2840,101,17,22197,0.671096094
3002,67,10,21340,0.698
3406,8,28,28048,0.530993654
1737,34,17,25743,0.57852154
1679,23,17,25799,0.577264235
2387,67,9,18693,0.796666667
2155,141,20,21806,0.68291938
1249,40,14,22170,0.671683356
2360,20,20,19685,0.7564455170000001
1229,5,20,24776,0.600936794
1246,79,16,21306,0.6987383840000001
563,140,10,19559,0.761131448
2215,35,17,22884,0.650531376
1183,439,14,17808,0.835809748
1283,163,16,20324,0.732319917
2235,53,13,20114,0.739945312
2251,9,10,22180,0.6709999999999999
1900,13,19,20454,0.727607314
655,40,17,15566,0.9560657840000001
985,155,14,19227,0.774016747
1352,9,18,25535,0.5827667910000001
840,22,29,16791,0.886206897
1042,10,24,23396,0.63600701
2151,20,17,21104,0.7049758340000001
382,57,11,20233,0.735323976
2671,80,15,28526,0.521475145
1083,82,25,22780,0.6529881470000001
935,8,11,16362,0.9091174670000001
485,35,13,21800,0.6822871559999999
2545,304,11,25512,0.582887661
1251,13,13,22107,0.672478853
2349,42,18,19332,0.768990792
659,6,19,26684,0.5570885170000001
431,31,14,19037,0.780847297
471,2,14,24835,0.598529495
2117,107,17,22492,0.66083363
1153,3,22,26217,0.566933669
376,10,22,23863,0.622789674
2754,42,21,25551,0.581612853
1273,250,14,19965,0.744304533
2531,575,3,16182,0.91827957
844,91,8,20474,0.7257551040000001
1177,77,13,19156,0.775677594
888,135,7,20401,0.728283417
1966,29,18,20887,0.711320917
962,246,2,14113,1.052657833
734,1,18,23245,0.639072919
885,346,21,16690,0.890020971
875,132,21,18668,0.795646025
3125,116,18,20099,0.738966118
574,119,9,24130,0.61548363
2206,71,20,21555,0.689008119
2599,34,15,20149,0.73699737
663,15,4,24176,0.6141628060000001
549,56,7,18974,0.7824939390000001
517,166,5,17675,0.84
1973,70,13,22164,0.6698560729999999
1896,26,11,21427,0.6928585429999999
807,257,6,23016,0.645
799,27,18,19580,0.7581016340000001
785,24,19,18120,0.819165563
3023,267,24,28135,0.527531544
1454,31,22,19571,0.758337336
2436,90,16,18083,0.820658077
471,8,21,21670,0.684754961
676,14,12,16507,0.8988647240000001
2827,11,19,24007,0.618028492
491,175,8,14143,1.049065262
823,22,12,12715,1.166869052
899,82,15,22244,0.666985704
2343,20,21,19150,0.774736292
2820,26,10,14375,1.032066087
1622,203,4,22690,0.653788894
1474,166,10,19464,0.762100288
2674,33,23,19417,0.763942937
1709,7,21,19998,0.741747175
3205,16,23,18945,0.782913698
1613,18,28,28393,0.522380516
1194,62,12,20891,0.709954047
827,85,15,23959,0.618973246
1648,113,8,15627,0.948883983
973,43,16,24454,0.606347019
732,19,14,19495,0.7604760190000001
1160,100,10,17942,0.826274663
3191,3,10,24372,0.60826194
840,74,11,28353,0.522778895
1435,71,11,15032,0.9860145020000001
2761,1,14,25344,0.584775095
2821,21,5,14134,1.048553134
547,38,15,21062,0.70357326
1718,84,11,25423,0.5828281479999999
839,64,19,18944,0.782147382
1673,149,17,25238,0.587077819
650,11,23,21876,0.677243555
2041,10,19,16784,0.88261082
2053,6,18,23130,0.640452659
626,132,15,17479,0.8474455059999999
458,36,12,20828,0.71117294
1222,2,14,28861,0.5132237279999999
2859,123,11,26634,0.556129759
1672,28,11,13687,1.082125374
1282,16,14,25978,0.5700831470000001
2558,96,17,26191,0.565427055
1021,73,19,21572,0.6864908209999999
2915,124,15,25110,0.5897355639999999
1607,15,11,21048,0.703536678
1171,102,15,17019,0.870063458
464,9,15,22244,0.665631181
694,355,15,18057,0.819934098
1678,122,12,22115,0.669419851
2103,3,13,21328,0.694034602
894,14,22,22778,0.6498024410000001
862,9,14,23860,0.620331098
1813,6,23,20120,0.735626243
2183,1,9,27566,0.5369172170000001
1477,77,8,16088,0.91996084
600,136,11,24280,0.6095658979999999
454,88,13,24485,0.604436185
910,9,2,20272,0.73
1552,186,14,17565,0.842500427
3149,69,24,16704,0.885900383
1102,72,15,18592,0.7959068420000001
1219,76,16,20009,0.739500225
718,1,16,23564,0.627919708
2295,12,16,24070,0.6147000420000001
1069,283,8,18565,0.7969356320000001
615,145,11,18224,0.8118398809999999
2758,96,8,14774,1.001292135
1185,94,20,24272,0.609471407
3092,33,17,21211,0.6973890909999999
629,72,20,20874,0.708617898
1844,113,20,25384,0.582713126
1937,143,10,22230,0.665384615
1037,79,15,16977,0.871267008
2258,375,11,18421,0.8029558659999999
1206,5,26,22603,0.654337477
2662,14,14,21567,0.68575648
550,35,11,19311,0.765847444
1917,12,20,21571,0.685594085
506,27,22,18009,0.821192182
448,47,7,19464,0.759778052
1187,59,16,17081,0.8656788240000001
778,130,29,16354,0.9041518890000001
1081,220,8,19824,0.7458393870000001
492,247,8,18978,0.779076826
1195,23,11,24473,0.60404078
2441,46,15,18057,0.818665891
985,102,12,17281,0.855424455
3028,78,14,19410,0.7615615659999999
1550,102,19,20217,0.731113914
3318,54,13,18900,0.7820582009999999
1029,43,14,18967,0.77925924
2556,44,17,17470,0.845973097
419,11,15,21128,0.6994907229999999
3110,50,20,23346,0.633030069
381,3,9,25578,0.577777778
737,35,12,17740,0.8330484779999999
1506,24,14,20105,0.7350529720000001
3058,4,11,18107,0.8160843870000001
2316,5,13,20462,0.722155703
2266,67,14,19250,0.767623377
1703,41,13,23785,0.6212440610000001
736,163,7,19386,0.762113897
729,9,12,20402,0.724116753
1804,31,14,25074,0.589193188
1579,42,24,24761,0.596576067
2583,73,14,24590,0.600722245
423,47,13,20513,0.7200346120000001
2615,341,10,18802,0.7855361129999999
424,135,7,22569,0.654355975
389,8,25,23631,0.624938428
464,264,21,22384,0.65965243
2329,12,7,15998,0.9229553690000001
2068,79,24,22917,0.644284592
2392,163,9,18940,0.7795485740000001
1210,56,10,20800,0.709671154
2882,85,12,29844,0.49460126
2342,113,23,19425,0.759864093
539,132,8,16304,0.9050913890000001
593,24,9,21271,0.693622773
905,168,19,29074,0.50744514
827,165,18,18892,0.7809056740000001
1103,201,21,19243,0.7666315020000001
1128,4,12,29276,0.503902172
985,75,13,18702,0.788724735
852,117,18,18648,0.791004934
1022,23,12,20457,0.721053429
1693,191,12,18266,0.807538049
2146,16,14,23649,0.623700368
2026,102,14,20179,0.7309395909999999
2832,155,13,16779,0.879035103
860,7,23,22528,0.654707919
731,67,12,22617,0.652127603
2722,50,17,19812,0.744453362
3125,3,11,19019,0.775454545
1882,112,20,24926,0.591620798
2897,6,16,20610,0.715459486
823,31,13,20575,0.7166678009999999
1996,37,25,24236,0.608361941
1480,41,31,18596,0.792867821
557,153,11,15411,0.9565141779999999
1495,102,20,19433,0.7585313640000001
1865,73,18,20104,0.7332122959999999
2555,19,20,19670,0.7493751909999999
2323,5,27,19183,0.76837773
456,173,3,18657,0.79
1544,48,11,20989,0.7021987709999999
765,35,12,20316,0.725441032
2663,29,22,17846,0.8257402220000001
2403,32,14,23943,0.61545671
2883,242,13,18547,0.794494527
1537,239,16,17401,0.846811103
1171,147,16,18961,0.7770671379999999
2881,37,17,29133,0.50573645
2471,204,19,20704,0.711589548
3345,16,10,18689,0.788279737
2195,81,14,18072,0.815059208
2923,72,9,20897,0.704826052
1829,76,15,17922,0.821798348
1868,2,20,18817,0.782595525
852,17,14,18367,0.8016540529999999
2873,1,15,23951,0.6147329970000001
1328,15,24,20452,0.7198865640000001
1852,3,17,23231,0.63375834
890,62,9,17974,0.819048626
2384,6,16,20652,0.712787623
1485,5,13,21306,0.690882381
2110,43,13,19443,0.75699532
596,109,11,15494,0.94992965
923,122,12,19291,0.762942305
841,243,10,14973,0.9829172509999999
653,247,11,22298,0.6600148
514,25,11,18058,0.814846605
965,23,16,19216,0.765718152
1403,113,9,20693,0.711044315
1405,105,24,19238,0.7648154690000001
1094,215,19,21633,0.680133592
1326,8,16,26140,0.562866106
592,65,13,18987,0.7749107279999999
3002,373,15,14056,1.046741605
2306,62,11,24251,0.606661581
832,274,12,28522,0.515808849
2376,136,16,18056,0.814769052
1763,375,15,23326,0.6306825
1321,468,19,17535,0.838919304
584,82,13,18018,0.816415806
389,79,3,24381,0.6033333329999999
1582,67,17,21505,0.68400651
857,29,10,18630,0.789509393
886,161,14,17888,0.82224564
1845,24,8,23440,0.627429181
1429,43,13,21449,0.6856123829999999
3262,25,14,19633,0.7489527840000001
400,174,3,16541,0.8889021220000001
1612,139,11,22429,0.655454545
677,9,15,27816,0.528480012
2693,13,34,17743,0.8284207859999999
867,19,10,19451,0.7556768290000001
893,9,12,24879,0.5907886170000001
2581,3,15,31440,0.467448155
2403,25,27,22384,0.656554235
1987,156,9,16385,0.8968800729999999
2093,30,43,17672,0.831484835
765,2,16,18215,0.806686248
1216,325,17,24092,0.609882949
2921,31,12,19015,0.7727041809999999
1910,68,11,19244,0.763413012
643,45,23,20166,0.7284880490000001
2187,21,14,21840,0.672599817
1362,144,18,17004,0.86382263
1534,260,7,22365,0.656744467
413,146,18,18149,0.8092969309999999
1935,388,9,13307,1.1037574209999998
1646,80,12,22478,0.653417564
2091,104,12,17449,0.841739355
1269,114,5,22603,0.649750476
2461,110,13,21125,0.69516071
465,19,18,21480,0.683632682
1980,4,21,27133,0.541194855
3412,184,13,20150,0.7286625309999999
1681,9,22,17286,0.8493752170000001
758,43,15,23129,0.6347874960000001
1345,24,18,19734,0.7439323
1600,14,6,31688,0.463288311
2431,1,19,23366,0.62827356
2614,103,18,26078,0.56286525
2523,311,2,24464,0.6
1943,17,10,22865,0.641947081
1727,39,11,20825,0.704722689
3078,4,19,18763,0.782146245
833,202,16,20020,0.733026973
704,107,11,21813,0.672727273
2248,598,13,23042,0.636798021
1365,19,21,25908,0.56631581
2615,15,26,21372,0.6864827809999999
1073,85,23,21404,0.685453654
3120,73,11,16198,0.905730337
613,9,21,19472,0.7534182420000001
2212,1,12,22241,0.659603435
498,67,23,21993,0.666963579
593,581,3,15994,0.917097662
1648,79,16,21665,0.67702054
556,4,12,22549,0.6504527920000001
1933,227,11,18402,0.797012825
1021,16,19,16802,0.872668135
2076,85,14,21394,0.685304758
1605,7,20,22264,0.658516888
1471,52,18,17660,0.830141563
1062,27,11,19568,0.749183872
689,59,17,23085,0.635000217
943,1,19,18805,0.7794315340000001
2178,66,19,18331,0.799522121
667,54,17,23706,0.61815996
430,41,11,19191,0.763576677
1280,117,16,18557,0.7896114670000001
384,198,2,26641,0.55
1002,1,7,19675,0.7446266840000001
1307,47,12,17692,0.8280691840000001
707,21,25,20750,0.706031807
3349,147,10,19498,0.751356037
2496,526,13,20011,0.7320423770000001
531,32,22,23621,0.620126582
2067,19,15,20834,0.703071902
2275,269,7,14227,1.029481971
976,121,14,19329,0.7577443220000001
750,36,13,18621,0.7865270390000001
1702,118,19,22813,0.641988778
681,19,18,19849,0.73782256
971,2,15,22933,0.6384820999999999
560,135,13,19890,0.7361538459999999
2104,7,16,19686,0.743768668
2301,11,17,20110,0.728086027
1921,29,23,17442,0.839443871
1489,11,20,24174,0.605584926
1250,16,12,22041,0.664164058
2138,29,16,19171,0.76356163
1348,101,16,20018,0.731242382
826,20,12,24154,0.606016395
1385,105,15,17584,0.832402753
1514,143,17,23362,0.6264651999999999
